,title,authors,year,venue,publisher,citation_count,avg_citations_per_year
436,Review on interpretable machine learning in smart grid,"C Xu, Z Liao, C Li, X Zhou, R Xie ",2022 ,Energies,mdpi.com, 49,16.0
437,Machine learning hidden symmetries,"Z Liu, M Tegmark ",2022 ,Physical Review Letters,APS, 58,19.0
438,A review and comparative study of cancer detection using machine learning: SBERT and SimCSE application,"M Mokoatle, V Marivate, D Mapiye, R Bornman… ",2023 ,BMC …,Springer, 25,12.0
439,[HTML][HTML] Prediction of breast cancer using machine learning approaches,"R Rabiei, SM Ayyoubzadeh, S Sohrabei… ",2022 ,Journal of biomedical …,ncbi.nlm.nih.gov, 77,26.0
440,Combining machine learning and semantic web: A systematic mapping study,"A Breit, L Waltersdorfer, FJ Ekaputra, M Sabou… ",2023 ,ACM Computing …,dl.acm.org, 53,26.0
441,[PDF][PDF] A machine learning model for skin disease classification using convolution neural network,VR Allugunti ,2022 ,"… Journal of Computing, Programming and Database …",researchgate.net, 221,74.0
442,Machine learning-based marker for coronary artery disease: derivation and validation in two longitudinal cohorts,"IS Forrest, BO Petrazzini, Á Duffy, JK Park… ",2023 ,The Lancet,thelancet.com, 81,40.0
443,[HTML][HTML] Machine learning for polymer composites process simulation–a review,"S Cassola, M Duhovic, T Schmidt, D May ",2022 ,Composites Part B: Engineering,Elsevier, 52,17.0
444,Dynamic resource allocation for virtual machine migration optimization using machine learning,"Y Gong, J Huang, B Liu, J Xu, B Wu… ",2024 ,arXiv preprint arXiv …,arxiv.org, 32,32.0
445,Edge computing with artificial intelligence: A machine learning perspective,"H Hua, Y Li, T Wang, N Dong, W Li, J Cao ",2023 ,ACM Computing Surveys,dl.acm.org, 213,106.0
446,Forecasting of solar radiation using different machine learning approaches,"V Demir, H Citakoglu ",2023 ,Neural Computing and Applications,Springer, 75,38.0
447,[HTML][HTML] An approach towards the implementation of a reliable resilience model based on machine learning,"T Vairo, M Pettinato, AP Reverberi, MF Milazzo… ",2023 ,Process Safety and …,Elsevier, 25,12.0
448,Prediction of loan behaviour with machine learning models for secure banking,"M Anand, A Velu, P Whig ",2022 ,Journal of Computer Science and …,icsejournal.com, 102,34.0
449,Integrating scientific knowledge with machine learning for engineering and environmental systems,"J Willard, X Jia, S Xu, M Steinbach, V Kumar ",2022 ,ACM Computing Surveys,dl.acm.org, 398,133.0
450,Membership inference attacks on machine learning: A survey,"H Hu, Z Salcic, L Sun, G Dobbie, PS Yu… ",2022 ,ACM Computing Surveys …,dl.acm.org, 440,147.0
451,A review of the machine learning algorithms for COVID-19 case analysis,"S Tiwari, P Chanak, SK Singh ",2022 ,IEEE Transactions on Artificial …,ieeexplore.ieee.org, 52,17.0
452,Effective heart disease prediction using machine learning techniques,"CM Bhatt, P Patel, T Ghetia, PL Mazzeo ",2023 ,Algorithms,mdpi.com, 177,88.0
453,[HTML][HTML] Machine learning-based automatic control of tunneling posture of shield machine,"H Huang, J Chang, D Zhang, J Zhang, H Wu… ",2022 ,Journal of Rock …,Elsevier, 55,18.0
454,Review of machine learning techniques for EEG based brain computer interface,"S Aggarwal, N Chugh ",2022 ,Archives of Computational Methods in …,Springer, 180,60.0
455,[HTML][HTML] Flood forecasting with machine learning models in an operational framework,"S Nevo, E Morin, A Gerzi Rosenthal… ",2022 ,Hydrology and Earth …,hess.copernicus.org, 110,37.0
456,Predicting individual learning performance using machine‐learning hybridized with the teaching‐learning‐based optimization,"M Arashpour, EM Golafshani… ",2023 ,Computer …,Wiley Online Library, 44,22.0
457,Hybrid model for detection of cervical cancer using causal analysis and machine learning techniques,"UK Lilhore, M Poongodi, A Kaur… ",2022 ,… Methods in Medicine,Wiley Online Library, 157,52.0
458,Assessing credit risk of commercial customers using hybrid machine learning algorithms,"MR Machado, S Karray ",2022 ,Expert Systems with Applications,Elsevier, 71,24.0
459,Reimagining the machine learning life cycle to improve educational outcomes of students,"LT Liu, S Wang, T Britton… ",2023 ,Proceedings of the …,National Acad Sciences, 23,12.0
460,[HTML][HTML] Precision agriculture using IoT data analytics and machine learning,"R Akhter, SA Sofi ",2022 ,Journal of King Saud University-Computer and …,Elsevier, 355,118.0
461,Applications of machine learning in perovskite materials,"Z Wang, M Yang, X Xie, C Yu, Q Jiang… ",2022 ,… Composites and Hybrid …,Springer, 57,19.0
462,Internet of things and machine learning-integrated smart robotics,"BU Maheswari, SS Imambi, D Hasan… ",2023 ,… on Robotics and …,igi-global.com, 50,25.0
463,[HTML][HTML] Fraud prediction using machine learning: The case of investment advisors in Canada,"ME Lokanan, K Sharma ",2022 ,Machine Learning with Applications,Elsevier, 60,20.0
464,Machine learning in crime prediction,"K Jenga, C Catal, G Kar ",2023 ,Journal of Ambient Intelligence and Humanized …,Springer, 39,20.0
465,[HTML][HTML] Landslide susceptibility mapping using machine learning: A literature survey,"M Ado, K Amitab, AK Maji, E Jasińska, R Gono… ",2022 ,Remote Sensing,mdpi.com, 91,30.0
466,Prediction of strength and analysis in self-compacting concrete using machine learning based regression techniques,"SA Rajakarunakaran, AR Lourdu, S Muthusamy… ",2022 ,… in Engineering Software,Elsevier, 76,25.0
467,Exploiting symmetry in variational quantum machine learning,"JJ Meyer, M Mularski, E Gil-Fuster, AA Mele, F Arzani… ",2023 ,PRX Quantum,APS, 149,74.0
468,Brain tumor detection and classification using machine learning: a comprehensive survey,"J Amin, M Sharif, A Haldorai, M Yasmin… ",2022 ,Complex & intelligent …,Springer, 253,84.0
469,[HTML][HTML] Prediction of the severity of marine accidents using improved machine learning,"Y Feng, X Wang, Q Chen, Z Yang, J Wang, H Li… ",2024 ,… Research Part E …,Elsevier, 4,4.0
470,Tuberculosis disease diagnosis based on an optimized machine learning model,"O Hrizi, K Gasmi, I Ben Ltaifa… ",2022 ,Journal of …,Wiley Online Library, 78,26.0
471,Machine learning in the detection and management of atrial fibrillation,"FK Wegner, L Plagwitz, F Doldi, C Ellermann… ",2022 ,Clinical Research in …,Springer, 39,13.0
472,Machine learning in scanning transmission electron microscopy,"SV Kalinin, C Ophus, PM Voyles, R Erni… ",2022 ,Nature Reviews …,nature.com, 96,32.0
473,Predicting is not understanding: Recognizing and addressing underspecification in machine learning,"D Teney, M Peyrard, E Abbasnejad ",2022 ,European Conference on Computer …,Springer, 24,8.0
474,A brief guide to machine learning for antibiotic discovery,"G Liu, JM Stokes ",2022 ,Current Opinion in Microbiology,Elsevier, 18,6.0
475,A review of recent advances and applications of machine learning in tribology,"AT Sose, SY Joshi, LK Kunche, F Wang… ",2023 ,Physical Chemistry …,pubs.rsc.org, 27,14.0
476,Super-resolution analysis via machine learning: a survey for fluid flows,"K Fukami, K Fukagata, K Taira ",2023 ,Theoretical and Computational Fluid …,Springer, 71,36.0
477,Quantum machine learning for image classification,"A Senokosov, A Sedykh, A Sagingalieva… ",2024 ,Machine Learning …,iopscience.iop.org, 42,42.0
478,"Application of machine learning, deep learning and optimization algorithms in geoengineering and geoscience: Comprehensive review and future challenge","W Zhang, X Gu, L Tang, Y Yin, D Liu, Y Zhang ",2022 ,Gondwana Research,Elsevier, 198,66.0
479,Machine learning techniques in emerging cloud computing integrated paradigms: A survey and taxonomy,"D Soni, N Kumar ",2022 ,Journal of Network and Computer Applications,Elsevier, 72,24.0
480,Detecting and analyzing suicidal ideation on social media using deep learning and machine learning models,"THH Aldhyani, SN Alsubari, AS Alshebami… ",2022 ,International journal of …,mdpi.com, 67,22.0
481,Matchmaker: Data drift mitigation in machine learning for large-scale systems,"A Mallick, K Hsieh, B Arzani… ",2022 ,… of Machine Learning and …,proceedings.mlsys.org, 68,23.0
482,Shear strength prediction of reinforced concrete beams using machine learning,"MS Sandeep, K Tiprak, S Kaewunruen, P Pheinsusom… ",2023 ,Structures,Elsevier, 44,22.0
483,[HTML][HTML] A machine learning method for the prediction of ship motion trajectories in real operational conditions,"M Zhang, P Kujala, M Musharraf, J Zhang, S Hirdaris ",2023 ,Ocean Engineering,Elsevier, 60,30.0
484,Persistent-homology-based machine learning: a survey and a comparative study,"CS Pun, SX Lee, K Xia ",2022 ,Artificial Intelligence Review,Springer, 71,24.0
485,[HTML][HTML] A comparative study of classification and prediction of Cardio-Vascular Diseases (CVD) using Machine Learning and Deep Learning techniques,"M Swathy, K Saruladha ",2022 ,ICT express,Elsevier, 134,45.0
486,Data management for machine learning: A survey,"C Chai, J Wang, Y Luo, Z Niu… ",2022 ,IEEE Transactions on …,ieeexplore.ieee.org, 51,17.0
487,"[HTML][HTML] 3D printing of biodegradable polymers and their composites–Current state-of-the-art, properties, applications, and machine learning for potential future …","SAV Dananjaya, VS Chevali, JP Dear, P Potluri… ",2024 ,Progress in Materials …,Elsevier, 5,5.0
488,[HTML][HTML] Leakage and the reproducibility crisis in machine-learning-based science,"S Kapoor, A Narayanan ",2023 ,Patterns,cell.com, 160,80.0
489,[HTML][HTML] Machine Learning for Advanced Emission Monitoring and Reduction Strategies in Fossil Fuel Power Plants,"Z Zuo, Y Niu, J Li, H Fu, M Zhou ",2024 ,Applied Sciences,mdpi.com, 4,4.0
490,[HTML][HTML] Renewable energy management in smart grids by using big data analytics and machine learning,"N Mostafa, HSM Ramadan, O Elfarouk ",2022 ,Machine Learning with …,Elsevier, 128,43.0
491,Machine Learning in Information Systems Research.,"B Padmanabhan, X Fang, N Sahoo… ",2022 ,MIS …,search.ebscohost.com, 61,20.0
492,[HTML][HTML] Applications of data mining and machine learning framework in aquaculture and fisheries: A review,"J Gladju, BS Kamalam, A Kanagaraj ",2022 ,Smart Agricultural Technology,Elsevier, 109,36.0
493,Machine learning approaches in stock price prediction: a systematic review,"P Soni, Y Tewari, D Krishnan ",2022 ,Journal of Physics: Conference …,iopscience.iop.org, 90,30.0
494,[HTML][HTML] Extracting spatial effects from machine learning model using local interpretation method: An example of SHAP and XGBoost,Z Li ,2022 ,"Computers, Environment and Urban Systems",Elsevier, 240,80.0
495,Prediction of agriculture yields using machine learning algorithms,"VK Gunjan, S Kumar, MD Ansari… ",2022 ,"… in Machine Learning, IoT …",Springer, 39,13.0
496,Machine learning in dentistry: a scoping review,"LT Arsiwala-Scheppach, A Chaurasia… ",2023 ,Journal of Clinical …,mdpi.com, 34,17.0
497,Machine learning approaches in stock market prediction: A systematic literature review,"LN Mintarya, JNM Halim, C Angie, S Achmad… ",2023 ,Procedia Computer …,Elsevier, 69,34.0
498,Malware threat affecting financial organization analysis using machine learning approach,"R Rawat, SK Sarangi, YN Rimal, P William… ",2022 ,International Journal of …,igi-global.com, 110,37.0
499,[HTML][HTML] Twelve key challenges in medical machine learning and solutions,"RJ Ellis, RM Sander, A Limon ",2022 ,Intelligence-Based Medicine,Elsevier, 28,9.0
500,"Machine learning and AI in cancer prognosis, prediction, and treatment selection: a critical approach","B Zhang, H Shi, H Wang ",2023 ,Journal of multidisciplinary healthcare,Taylor & Francis, 79,40.0
501,Diabetic retinopathy detection using machine learning,"GU Parthasharathi, R Premnivas… ",2022 ,Journal of Innovative …,irojournals.com, 39,13.0
502,To understand the relationship between Machine learning and Artificial intelligence in large and diversified business organisations,"SR Sandeep, S Ahamad, D Saxena… ",2022 ,Materials Today …,Elsevier, 53,18.0
503,Machine learning: an advanced platform for materials development and state prediction in lithium‐ion batteries,"C Lv, X Zhou, L Zhong, C Yan, M Srinivasan… ",2022 ,Advanced …,Wiley Online Library, 226,75.0
504,The rise of machine learning in polymer discovery,"C Yan, G Li ",2023 ,Advanced Intelligent Systems,Wiley Online Library, 29,14.0
505,"Factor models, machine learning, and asset pricing","S Giglio, B Kelly, D Xiu ",2022 ,Annual Review of Financial Economics,annualreviews.org, 109,36.0
506,Prediction of diabetes empowered with fused machine learning,"U Ahmed, GF Issa, MA Khan, S Aftab, MF Khan… ",2022 ,IEEE …,ieeexplore.ieee.org, 164,55.0
507,"Machine learning in precision agriculture: a survey on trends, applications and evaluations over two decades","S Condran, M Bewong, MZ Islam, L Maphosa… ",2022 ,IEEE …,ieeexplore.ieee.org, 58,19.0
508,Photonic machine learning with on-chip diffractive optics,"T Fu, Y Zang, Y Huang, Z Du, H Huang, C Hu… ",2023 ,Nature …,nature.com, 106,53.0
509,Detection of network attacks using machine learning and deep learning models,"KA Dhanya, S Vajipayajula, K Srinivasan… ",2023 ,Procedia Computer …,Elsevier, 41,20.0
510,Protein–ligand docking in the machine-learning era,"C Yang, EA Chen, Y Zhang ",2022 ,Molecules,mdpi.com, 84,28.0
511,"Andrew ng, ai minimalist: The machine-learning pioneer says small is the new big",E Strickland ,2022 ,IEEE spectrum,ieeexplore.ieee.org, 101,34.0
512,"The carbon footprint of machine learning training will plateau, then shrink","D Patterson, J Gonzalez, U Hölzle, Q Le, C Liang… ",2022 ,Computer,ieeexplore.ieee.org, 289,96.0
513,Machine learning for ECG diagnosis and risk stratification of occlusion myocardial infarction,"SS Al-Zaiti, C Martin-Gill, JK Zègre-Hemsey, Z Bouzid… ",2023 ,Nature Medicine,nature.com, 72,36.0
